語,漢字・原文,備註,發音,中文意思
さかのぼる,遡る,,4,逆流而上、溯航、溯、回溯、追溯
さかば,酒場,,0.3,酒館、酒家、酒吧間
さからう,逆らう,,3,逆、背逆、違反、反抗、違逆、不服從、抗拒
さかり,盛り,,0,最盛時期、最興盛的狀態、(花)盛開時、(動物)發情
さがる,下がる,,2,下降、降低
さかん,盛ん,,0,興盛、旺盛、繁榮、盛大、積極、熱烈、大力
さき,先,,0,尖端、前頭、先、先前、前方、目的地、將來、前途
さぎ,詐欺,,1,欺詐、詐騙
さき（に）,先（に）,,0,先、早、先前
さきおととい,一昨々日,,4,大前天
さきに,先に、前に「以前」,,"0,1",以前
さきほど,先程,,0,方才、剛才
さぎょう,作業,,1,工作、作業、操作
さく,咲く,,0,(花)開
さく,裂く,,1,撕開、切開、割開、劈開、分裂、離開、分出、勻出、騰出
さく,作,,"0,2",作品、農作物的收穫量
さく,柵,,"1,2",柵欄、圍欄、城寨
さく,策,,"1,2",策、計策、策略、手段、方法、3、昔時用於寫字的簡策、4、鞭、仗、
さく〜,昨〜,,1,昨〜
さくいん,索引,,0,索引
さくげん,削減,,0,削減
さくご,錯誤,,"1,2",錯誤、事實與觀念不一致
さくしゃ,作者,,1,(文藝作品的)作者、腳本作者
さくじょ,削除,,1,削除、刪掉、抹掉、勾消
さくせい,作成、作製,,0,（計劃、文件等）寫成作成、製作、製造
さくせん,作戦,,0,作戰、戰術
さくひん,作品,,0,製成品、(文藝)作品
さくぶん,作文,,0,作文、寫文章
さくもつ,作物,,2,農作物、庄稼
さくら,桜,,0,櫻樹、櫻花、馬肉的別稱
さぐる,探る,,0,(用手、腳)探、摸、摸索、尋找、刺探、暗中調查、探訪、欣賞(美麗的風景等)
さけ,酒,,0,酒、日本清酒
さけび,叫び,,3,大聲喊叫、喊叫聲、抗議
さけぶ,叫ぶ,,2,叫、喊、呼喊、喊叫、呼籲
さける,避ける,,2,避、躲避、避開、迴避、忌避
さける,裂ける,,2.3,裂、裂開、破裂
さげる,下げる,,2,降、降下、降低、掛、懸、吊、撤、撤下、後撤、發放、貶
ささえる,支える,,3,支、支撐、維持、支持、阻止、阻擋
ささげる,捧げる,,0,捧、擎、獻、獻給、貢獻、(向對方)表式、表達
ささやく,囁く,,3,耳語、私語、小聲說話、說體已話
ささる,刺さる,,2,扎
さじ,匙,,2,湯匙
さしあげる,差し上げる,,0,奉送、贈送、舉起、高舉
さしかかる,差し掛かる,,0,來到、到達(某一地點)、(時間)到來、迫近、臨近、垂蓋
ざしき,座敷,,3,(日本住宅)舖著榻榻米的房間、(日本住宅的)客廳
さしず,指図,,1,指示、指揮、調遣、命令
さしだす,差し出す,,0,(向前)伸出、拿出、提出、交出、寄發、發出、派遣
さしつかえ,差し支え,,0,不方便、障礙、妨礙
さしつかえる,差し支える,,0,妨礙、障礙、不方便
さしひき,差し引き,,0.2,扣除、扣除後的餘額、差額
さしひく,差し引く,,0,扣除、減去、折衷、抵補
さしみ,刺身,,3,生魚片
さす,さす「傘をさす」,,1,舉、（撐傘、打傘）
さす,刺//差//指//挿//注//射,,1,扎穿、螫、叮、咬//指、插//指、指向、指摘、指明、朝向//插、插入//點(眼藥水)//(光線)照射
さすが,流石,,0,就連…也都、雖然…還是、不愧、到底是、畢竟、名不虛傳
さずける,授ける,,3,授予、授給、傳授
さする,擦る,,0,(用手)摩擦
ざせき,座席,,0,座位
さぞ,さぞ「さぞや、さぞかし」,,1,想必、一定（下接推量的詞句）
さそう,誘う,,0,邀請、引誘、引起
さだまる,定まる,,3,決定、固定、明確
さだめる,定める,,3,規定、奠定、評定
ざだんかい,座談会,,"0,2",座談會
さつ,〜冊,,,本、冊
さつ,札,,0,紙幣
ざつ,雑,,"0,1",粗糙、草率、混雜
さつえい,撮影,,0,拍照、攝影
ざつおん,雑音,,0,噪音、雜音
さっか,作家,,"0,1",作家
ざっか,雑貨,,0,雜貨
さっかく,錯覚,,0,錯覺、誤會
さっき,さっき,,1,剛才、方才
さっきょく,作曲,,0,作曲、譜曲
さっさと,さっさと,,"1,3",趕快、迅速地
ざっし,雑誌,,0,雜誌
さつじん,殺人,,0,殺人
さっする,察する,,"0,3",想像、推測、體諒
さっそく,早速,,0,立刻、馬上
ざつだん,雑談,,0,閒談、聊天
さっと,さっと,,"0,1",迅速、一下子、忽然
ざっと,ざっと,,0,簡略地、大約、嘩啦
さっぱり,さっぱり,,3,爽快、氫淡、精光
さっぱりする,さっぱりする,,3,乾淨、俐落、爽快
さて,さて,,1,（承上啟下或另起話頭）那麼、到底
さとう,砂糖,,2,砂糖
さとる,悟る,,"0,2",領悟、發覺、看透
さなか,最中,,1,正在…之中、最盛期、最高潮
さばく,砂漠,,0,沙漠
さばく,裁く,,2,裁判、判斷
さび,錆び,,2,銹、惡果
さびしい,寂しい,,3,寂寞的、荒涼的
ざひょう,座標,,0,座標、標準、基準
さびる,錆びる,,2,生鏽、蒼老、﹝聲音﹞沙啞
ざぶとん,座布団,,2,坐墊、褥墊
さべつ,差別,,1,區別對待
さほう,作法,,1,社會團體的規範、做法
さほど,然程,,0,那麼
サボる,sabotage,フランス語,2,偷懶、翹課、怠工
さま,〜様,,,接在人名，稱呼下表示敬意
さま,様,,2,樣子
さまざま,様々,,"2,3",各式各樣
さます,冷ます,,2,弄涼、冷卻、減少
さます,覚ます,,2,弄醒、清醒
さまたげる,妨げる,,"0,4",妨礙、阻撓
さまよう,彷徨う,,3,徘徊、流浪、漂泊
さむい,寒い,,2,寒冷、寒酸、簡陋
さむけ,寒気,,3,發冷、發抖
さむらい,侍,,0,武士、剛毅果斷的人
さめる,冷める,,2,變涼、減退
さめる,覚める,,2,醒、醒悟
さも,然も,,1,的確、實在(的樣子)、好像
さゆう,左右,,1,左右、旁邊、影響
さよう,作用,,1,作用
さよなら//さようなら。,さよなら//左様なら。,挨拶語,"3,4//4,5",再見、再會
さら,皿,,0,盤子、用盤子裝起來的菜
さらいげつ,再来月,,"0,2",下下個月
さらいしゅう,再来週,,0,下下星期
さらいねん,再来年,,0,後年
さらう,攫う「子供を〜」,,0,拐走小孩
サラダ,salad,,1,沙拉
さらに,更に,,1,更、（接否定）絲毫不
サラリーマン,salariedman,,3,上班族、公司職員
さる,猿,,1,猿猴
さる,去る,,1,離開、走開、消失
さわがしい,騒がしい,,4,吵鬧
さわぎ,騒ぎ,,1,吵鬧、騷動
さわぐ,騒ぐ,,2,吵鬧、騷動、慌張
さわやか,爽やか,,2,爽快、鮮明、巧妙
さわる,触る,,3,觸摸
さわる,障る,,0,妨害、有害
さん,三,,0,三、三個
さん,〜さん「様」,,,對人的尊稱（「樣」的口語）
さん,〜山,,,〜山
さん,〜産,,,出產、生產
さん,酸,,1,酸、酸味
さんか,参加,,0,參加
さんか,酸化,,0,氧化
さんかく,三角,,1,三角形
さんがく,山岳,,0,山岳
さんぎいん,参議院,,3,參議院
サンキュー,thankyou,,1,謝謝
さんきゅう,産休,,0,產假
さんぎょう,産業,,0,產業
ざんきん,残金,,1,餘額
さんご,産後,,0,產後
さんこう,参考,,0,參考
ざんこく,残酷,,0,殘酷
さんしゅつ,産出,,0,生產、出產
さんしょう,参照,,0,參照、參看
さんじょう,参上,,0,〔謙讓語〕拜訪
さんすう,算数,,3,算術
さんせい,酸性,,0,酸性
さんせい,賛成,,0,贊成、同意
さんそ,酸素,,1,氧
ざんだか,残高,,1,餘額、結餘
サンタクロース,SantaClaus,,5,聖誕老人
サンダル,sandal,,"0,1",拖鞋、涼鞋、皮帶鞋
さんち,産地,,1,產地
さんちょう,山頂,,0,山頂
サンドイッチ,sandwich,,4,三明治
サンドウィッチ,sandwich,,4,三明治
ざんねん,残念,,3,遺憾、可惜
さんばし,桟橋,,0,碼頭
さんび,賛美,,1,讚美
さんぷく,山腹,,0,山腰
さんふじんか,産婦人科,,0,婦產科
さんぶつ,産物,,0,產物
サンプル,sample,,1,樣本
さんぽ（する）,散歩（する）,,0,散步
さんみゃく,山脈,,0,山脈
さんりん,山林,,0,山林
し,四,,1,四
し,市,,1,市
し,詩,,0,詩、詩歌
し,氏,,1,氏
し,〜史,,,歷史
し,〜紙,,,紙
し,死,,1,死、死亡
し,師,,1,師、老師
し,〜士,,,士、師
じ,〜時,,,點鐘
じ,字,,1,字、文字
じ,〜寺,,,寺院
じ,〜次,,,次、回、下
じ,〜児,,,孩子
しあい,試合,,0,比賽
しあがり,仕上がり,,0,完成、做完
しあがる,仕上がる,,3,完成、做完
しあげ,仕上げ,,0,完成、最後潤飾
しあげる,仕上げる,,3,完成、做完
しあさって,明々後日,,3,大後天
しあわせ,幸せ,,0,幸福
しいく,飼育,,0,飼養
シーズン,season,,1,季節、旺季
シーツ,sheet,,1,被單、床單
しいて,強いて,,1,敢於、強制、迫使
シート,sheet/seat,,1,薄板、(紙片)一張//座席、桌用墊板
ジーパン,jeans+pants,和製英語,0,牛仔褲
しいる,強いる,,2,強制、迫使
しいれる,仕入れる,,3,獲得、買進、取得
じいん,寺院,,1,寺院
ジーンズ,jeans,,1,牛仔布、牛仔褲
しいんと（する）,しいんと（する）,,0,靜悄悄
じえい,自衛,,0,自衛
ジェットき,jet；ジェット機,,3,噴射(式飛)機
しお,塩,,2,鹽、食鹽
しお,潮,,2,潮汐、海水
しおからい,塩辛い,,4,鹹
しか,歯科,,"1,2",牙科
じが,自我,,1,自己
しかい,司会,,0,主持人、司儀
しがい,市街,,1,市街
しかく,四角,,3,四角、四角形
しかく,視覚,,0,視覺
しかく,資格,,0,資格
じかく,自覚,,0,自覺、覺悟
しかくい,四角い、四角な,,3,四角形的、方的
しかけ,仕掛け,,0,構造、釣魚用具
しかける,仕掛ける,,3,挑釁、安裝設置、準備
しかし,然し,,2,可是、但是
しかしながら,然し乍ら,,4,然而、但是
しかた,仕方,,0,方法、方式、辦法
しかたがない,仕方がない,,5,沒辦法、不得已
じかに,直に,,1,直接、當面
しかも,然も,,2,並且、而且、而、卻
しかる,叱る,,3,批評、責備
じかん,時間,,0,時間、時刻、小時
じかん,〜時間,,1,小時、鐘頭
じかんめ,〜時間目,,,第幾個小時
じかんわり,時間割,,0,功課表、時間表
しき,〜式,,,儀式、典禮
しき,四季,,2,四季
しき,式,,"1,2",典禮、型、樣式、算式、公式
しき,指揮,,2,指揮
じき,直,,0,馬上、很近、直接
じき,時期,,1,時期、期間
じき,磁器,,1,瓷器
じき,磁気,,1,磁力
しきさい,色彩,,0,彩色、色彩、傾向
しきじょう,式場,,0,禮堂
しきたり,仕来り,,0,慣例
しきち,敷地,,0,(建築用的)場地
しきゅう,支給,,0,支付、發放
しきゅう,至急,,0,火急
じぎょう,事業,,1,事業
しきりに,頻りに,,0,頻頻、屢次
しきる,仕切る,,2,隔、隔開、監督、負責指揮、(相撲)蹲踞預備姿勢
しきん,資金,,2,資金、財產
しく,敷く,,0,舖上
じく,軸,,"0,2",軸、掛軸、中心
しくじる,しくじる,,3,搞混、失敗、(因過失等)被解雇了
しくみ,仕組,,0,構造、結構
しけい,死刑,,"0,2",死刑
しげき,刺激,,0,剌激、使興奮
しける,湿気る,,"0,2",潮濕
しげる,茂る,,2,繁茂、茂密
しけん,試験,,"1,2",考試、試驗
しげん,資源,,1,資源
じけん,事件,,1,事件、事情、案件
じこ,事故,,1,事故
じこ,自己,,1,自己、自我
しこう,志向,,0,志向
しこう,思考,,0,思考
しこう,施行,,0,實施、生效
しこう,嗜好,,0,嗜好
しこう,試行,,0,試、試行、試驗
じこう,事項,,1,事項
じこく,時刻,,1,時刻、時間
じごく,地獄,,3,地獄
じこくひょう,時刻表,,0,時刻表
しごと,仕事,,0,工作、職業
じさ,時差,,1,時差、錯開時間
じざい,自在,,"0,2",自由自在
しさつ,視察,,0,視察
じさつ,自殺,,0,自殺
しさん,資産,,"0,1",資產
じさん,持参,,0,帶來
しじ,指示,,1,指示
しじ,支持,,1,支持
じじつ,事実,,1,事實
じしゃく,磁石,,1,磁石、指南針
ししゃごにゅう,四捨-五入,,1--0,四捨五入
じしゅ,自首,,0,自首
じしゅ,自主,,1,自主
ししゅう,刺繍,,0,刺繡
しじゅう,始終,,1,始終、経常
じしゅう,自習,,0,自習
ししゅつ,支出,,0,支出
じしょ,辞書,,1,辭典、辭書
しじょう,市場,,1,市場
じじょう,事情,,0,事情
じしょく,辞職,,0,辭職
しじん,詩人,,0,詩人
じしん,地震,,0,地震
じしん,自身,,1,自身、自己、本身
じしん,自信,,1,自信、信心
しずか,静か,,1,靜、肅靜、安靜
しずく,雫,,3,水滴
システム,system,,1,體系、體制、系統、制度
しずまる,静まる,,3,寂靜
しずむ,沈む,,0,沉入
しずめる,沈める//鎮める,,0//3,使…沉着//沉下、使…沉沒
しせい,姿勢,,0,姿勢
しせつ,施設,,"1,2",設施
しぜん,自然（に）,,0,自然、自然而然地
じぜん,事前,,0,事前
しぜんかがく,自然科学,,4,自然科學
しそう,思想,,0,思想
しそく,子息,,1,兒子
じそく,時速,,"0,1",時速
じぞく,持続,,0,持續
しそん,子孫,,1,子孫
じそんしん,自尊心,,2,自尊心
した,下,,"0,2",下、下面
した,舌,,2,舌
したい,死体,,0,死體
じたい,事態,,1,事態
じたい,字体,,0,字體
じたい,辞退,,1,辭退
じだい,時代,,0,時代、當代
しだい（に）,次第（に）,,0,順序、逐漸
したう,慕う,,0,羨慕
したがう,従う,,0,跟隨、服從
したがき,下書き,,0,試寫
したがって,従って,接続詞,0,因而
したぎ,下着,,0,貼身衣物、內衣
じたく,自宅,,0,自家
したく（する）,支度（する）,,0,準備、預備
したごころ,下心,,3,內心
したじ,下地,,0,基礎、準備、素質
したしい,親しい,,3,親切
したしむ,親しむ,,3,親近
したしらべ,下調べ,,3,預先調查
したてる,仕立てる,,3,縫製、準備
したどり,下取り,,0,抵價
したび,下火,,0,火勢漸微、衰落
したまち,下町,,0,靠河、海的城市
しち,七,,2,七
じち,自治,,1,自治
しつ,質,,2,質
しつ,〜室,,,室
じつ,〜日,,,日
じつ,実,,2,其實、眞實、成果、實質
しつ〜,室〜,,2,室
じっか,実家,,0,出生家
しっかく,失格,,0,失去資格
しっかり,しっかり,,3,可靠、結實、監固、堅定
じっかん,実感,,0,真實感
しつぎ,質疑,,"1,2",質疑、提出疑問
しっきゃく,失脚,,0,垮台、下台
しつぎょう,失業,,0,失業
じつぎょうか,実業家,,0,實業家
シック,chic,フランス語,1,瀟洒、風雅、時髦
じっくり,じっくり,,3,慢慢地、仔細地
しつけ,躾,,0,教育、訓練
しっけ//しっき,湿気,,3,濕氣
しつける,躾ける,,3,教育、培養
じっけん,実験,,0,實際經驗
じつげん,実現,,0,實現
しつこい,しつこい,,3,過於膩人
じっこう,実行,,0,實行、實踐
じっさい,実際,,0,實際、事實
じっし,実施,,0,實施
じっしつ,実質,,0,實質、本質
じっしゅう,実習,,0,實習、見習
じつじょう,実情,,0,實際情況
じっせき,実績,,0,實際成績
じっせん,実践,,0,身體力行
しっそ,質素,,1,樸素
じったい,実態,,0,實際狀態
しっちょう,失調,,0,失調
しっと,嫉妬,,0,忌妒
しつど,湿度,,2,溼度
じっと,じっと,,0,保持穩定、凝神、黙黙忍耐貌
じつに,実に,,2,實在、非常、眞
じつは,実は,,2,老實說、其實
しっぱい（する）,失敗（する）,,0,失敗
じっぴ,実費,,0,實際費用
しっぴつ,執筆,,0,執筆、寫作
じつぶつ,実物,,0,實物、現貨
しっぽ,尻尾,,3,尾巴、末端
しつぼう,失望,,0,失望
しつもん,質問,,0,提問、發問、詢問
じつよう,実用,,0,實用
じつりょく,実力,,0,實力
じつれい,実例,,0,實例
しつれい（する）,失礼（する）,,2,失禮、不禮貌
しつれいしました。,失礼-しました。,挨拶語,2--2,告辭、再見、請原諒
しつれいします。,失礼-します。,挨拶語,2--2,告辭、再見、對不起
しつれん,失恋,,0,失戀
してい,指定,,0,指定
してき,指摘,,0,指出
してつ,私鉄,,0,民營鐵路
してん,支店,,0,分店
してん,視点,,0,觀點、視線的集中點
じてん,辞典,,0,辭典
じてん,自転,,0,自轉、自行轉動
じてんしゃ,自転車,,"0,2",腳踏車
しどう,指導,,0,指導、領導
じどう,自動,,0,自動
じどう,児童,,1,兒童
じどうし,自動詞,,2,自動詞
じどうしゃ,自動車,,"0,2",汽車
しとやか,淑やか,,2,文雅、賢淑
しな,品,,0,種類、品質
